"","time","surv","lower","upper","rho","rho.up","rho.lo","type","species"
"86",166,0.0303370786516854,0.020924924386959,0.0439828753547194,0.0210565337151919,0.0188190055259285,0.0232940619044553,"Back","C. leucas"
"87",180,0.0292134831460674,0.02000347393834,0.0426639692763479,0.019628471803915,0.0175244473656372,0.0217324962421928,"Back","C. leucas"
"88",182,0.0269662921348315,0.0181731062207599,0.0400141232141364,0.0198525694086716,0.0176841912463351,0.0220209475710082,"Back","C. leucas"
"89",186,0.0258426966292135,0.0172646759520885,0.038682739885933,0.0196544475634249,0.0174858160011425,0.0218230791257074,"Back","C. leucas"
"90",188,0.0247191011235955,0.0163611151750092,0.0373467183515623,0.0196818032413185,0.0174867565603016,0.0218768499223353,"Back","C. leucas"
"91",197,0.0224719101123595,0.0145698901869017,0.0346596122290578,0.0192664425846304,0.0170669044802489,0.021465980689012,"Back","C. leucas"
"92",241,0.0213483146067416,0.0136829661263799,0.0333078758171999,0.0159617530438164,0.0141160224022118,0.017807483685421,"Back","C. leucas"
"93",247,0.0202247191011236,0.0128024054740009,0.0319501880759854,0.0157929137847369,0.0139416081441441,0.0176442194253297,"Back","C. leucas"
"94",250,0.0191011235955056,0.0119287079173359,0.0305861225825257,0.0158320324746799,0.0139488355330628,0.0177152294162969,"Back","C. leucas"
"95",251,0.0179775280898876,0.0110624438087281,0.0292152007106881,0.0160104890059219,0.0140759606887443,0.0179450173230996,"Back","C. leucas"
"96",258,0.0168539325842697,0.0102042690725734,0.0278368829295749,0.0158262452000929,0.0138813698198483,0.0177711205803376,"Back","C. leucas"
"97",264,0.0157303370786517,0.00935494442975351,0.0264505584684188,0.015727894443602,0.0137593863893288,0.0176964024978751,"Back","C. leucas"
"98",266,0.0146067415730337,0.00851536057686226,0.0250555331692142,0.0158882409972355,0.0138596262813691,0.0179168557131019,"Back","C. leucas"
"99",302,0.0134831460674157,0.00768657174836801,0.0236510155406884,0.014259320572643,0.012398507366081,0.016120133779205,"Back","C. leucas"
"100",304,0.0123595505617978,0.00686984135708833,0.0222361015559724,0.0144517308879204,0.0125198622194547,0.0163835995563861,"Back","C. leucas"
"101",313,0.0112359550561798,0.00606670550750584,0.0208097600696618,0.0143406912770995,0.0123716714639374,0.0163097110902615,"Back","C. leucas"
"102",315,0.0101123595505618,0.00527906378767767,0.0193708240310587,0.0145841170964761,0.0125205944789026,0.0166476397140495,"Back","C. leucas"
"103",340,0.00898876404494382,0.00450931323849118,0.0179180009864894,0.0138581762383716,0.0118292630286793,0.0158870894480639,"Back","C. leucas"
"104",344,0.00786516853932584,0.00376055370065236,0.0164499382474633,0.0140852073071828,0.0119402138248006,0.016230200789565,"Back","C. leucas"
"105",368,0.00674157303370786,0.00303691756443824,0.0149654397936297,0.0135854945475493,0.0114185101901132,0.0157524789049854,"Back","C. leucas"
"106",414,0.00561797752808989,0.00234413109462955,0.0134641239043462,0.012516385387179,0.0104051367620673,0.0146276340122905,"Back","C. leucas"
"107",451,0.00449438202247191,0.00169054484724369,0.0119484968392601,0.0119843172984619,0.00981629666524644,0.0141523379316773,"Back","C. leucas"
"108",527,0.00337078651685393,0.00108922795563041,0.0104314268500648,0.0108019149412867,0.00865831540194885,0.0129455144806245,"Back","C. leucas"
"109",614,0.00224719101123595,0.000562893543630202,0.00897126552280592,0.00993171707193199,0.00767708229468727,0.0121863518491767,"Back","C. leucas"
"110",635,0.00112359550561798,0.000158448009467866,0.00796770413515958,0.0106948369491751,0.00761001400160758,0.0137796598967426,"Back","C. leucas"
"111",772,0,NA,NA,Inf,NA,NA,"Back","C. leucas"
