"","time","surv","lower","upper","rho","rho.up","rho.lo","type","species"
"98",326,0.00630914826498423,0.00284162727472044,0.014007942626279,0.0155391245193783,0.0130924257048756,0.017985823333881,"Leave","C. amblyrhinchos"
"99",335,0.00525762355415352,0.00219342409767306,0.0126024900822943,0.0156658989555561,0.0130563010715557,0.0182754968395565,"Leave","C. amblyrhinchos"
"100",442,0.00420609884332282,0.00158188426228727,0.0111836674158585,0.0123783251163473,0.0101658389851304,0.0145908112475642,"Leave","C. amblyrhinchos"
"101",511,0.00315457413249211,0.00101923670262279,0.00976352002609476,0.0112698664850827,0.0090589085815409,0.0134808243886246,"Leave","C. amblyrhinchos"
"102",538,0.00210304942166141,0.000526735186981439,0.00839666112927869,0.0114579310074079,0.00888461177836523,0.0140312502364505,"Leave","C. amblyrhinchos"
"103",677,0.0010515247108307,0.000148274199238599,0.00745715858298666,0.0101292674483684,0.00723571761347334,0.0130228172832634,"Leave","C. amblyrhinchos"
"104",743,0,NA,NA,Inf,NA,NA,"Leave","C. amblyrhinchos"
"105",1,0.443974630021142,0.413415890781487,0.476792200052598,0.811987857774464,0.740674522314895,0.883301193234034,"Back","C. amblyrhinchos"
"106",2,0.258985200845666,0.232521086626575,0.28846129712437,0.675492179253576,0.621597177057542,0.72938718144961,"Back","C. amblyrhinchos"
"107",3,0.170190274841438,0.147851331656928,0.195904421867592,0.590279401355805,0.543376127407029,0.637182675304581,"Back","C. amblyrhinchos"
"108",4,0.127906976744186,0.108300479468568,0.15106299418172,0.514113005863784,0.472514587287802,0.555711424439767,"Back","C. amblyrhinchos"
"109",5,0.103594080338266,0.0858867304110161,0.124952171654152,0.453455018076261,0.415964848333383,0.490945187819139,"Back","C. amblyrhinchos"
"110",6,0.0866807610993657,0.0704838364543531,0.106599679057358,0.407587220297938,0.37311246299565,0.442061977600225,"Back","C. amblyrhinchos"
"111",7,0.0718816067653277,0.0571707034126478,0.0903778523393526,0.376104980553682,0.34339371969237,0.408816241414994,"Back","C. amblyrhinchos"
